"Topic","Type of topic","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Genre","Languages","Notes","Provenance"
"Yeats, W. B. (William Butler), 1865-1939--Criticism, Textual","person","015346379","Monograph","Language material ; Text","Volume","GBA978595","","9780199569403","Fordham, Finn","","person","author","Fordham, Finn, author [person]","I do, I undo, I redo : the textual genesis of modernist selves in Hopkins, Yeats, Conrad, Forster, Joyce, and Woolf","","","","England","Oxford","Oxford University Press","2010","","viii, 281 pages, 25 cm","820.9112","YC.2010.a.4318 ; m10/.11730","","English","",""
"Yeats, W. B. (William Butler), 1865-1939--Family","person","019006777","Monograph","Language material ; Text","Volume","GBB8E4735","","9780241354414","Tóibín, Colm","1955-","person","author","Tóibín, Colm, 1955-, author [person]","Mad, bad, dangerous to know : the fathers of Wilde, Yeats and Joyce","","","","England","London","Viking","2018","","1 volume, 20 cm","820.99415","","","English","Additional physical form: ebook version. 9780241354438",""
"Yeats, W. B. (William Butler), 1865-1939--Family","person","019010688","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB8E8644","","9780241354438","Tóibín, Colm","1955-","person","author","Tóibín, Colm, 1955-, author [person]","Mad, bad, dangerous to know : the fathers of Wilde, Yeats and Joyce","","","","England","London","Viking","2018","","1 online resource","820.99415","ELD.DS.321448","","English","Additional physical form: Print version. 9780241354414",""
"Yeats, W. B. (William Butler), 1865-1939--Family","person","019393058","Monograph","Language material ; Text","Volume","GBB982481","","9780241354421","Tóibín, Colm","1955-","person","author","Tóibín, Colm, 1955-, author [person]","Mad, bad, dangerous to know : the fathers of Wilde, Yeats and Joyce","","","","England","London","Penguin","2019","","185 pages, 20 cm","820.99415","","","English","Originally published: 2018",""
"Yeats, W. B. (William Butler), 1865-1939--Friends and associates","person","010948240","Monograph","Language material ; Text","Volume","GB7011896","","9780195005400","Ellmann, Richard","1918-1987","person","author","Ellmann, Richard, 1918-1987, author [person]","Eminent domain : Yeats among Wilde, Joyce, Pound, Eliot, and Auden","","A galaxy book","","England","London","Oxford University Press","1970","","161 pages, 21 cm","821","X.909/20155","","English","Originally published: New York : Oxford University Press, 1967 ; paperback 20/-. sbn 19 211296 1",""
"Yeats, W. B. (William Butler), 1865-1939--Influence","person","009809660","Monograph","Language material ; Text","Volume","","","9780815604310","Johnston, Dillon","","person","","Johnston, Dillon [person]","Irish poetry after Joyce","","Irish studies","","United States of America","Syracuse, New York","Syracuse University Press","1997","2nd edition","xxiii, 384 pages, 23 cm","","97/22140","","English","Previous edition: Notre Dame, Ind. : University of Notre Dame Press ; Mountrath, Ireland : Dolmen, 1985",""
"Yeats, W. B. (William Butler), 1865-1939--Influence","person","011943629","Monograph","Language material ; Text","Volume","GB9756146","","9780192892317","Corcoran, Neil","","person","","Corcoran, Neil [person]","After Yeats and Joyce : reading modern Irish literature","","Opus","","England","Oxford","Oxford University Press","1997","","195 pages, 20 cm","820.994150904","98/08384 ; YC.1997.a.3896","","English","bibliography: p183-186. _ Includes index",""
"Yeats, W. B. (William Butler), 1865-1939--Knowledge--Cosmology","person","016784042","Monograph","Language material ; Still image ; Text","Volume","GBB471604","","9781137393746","Ebury, Katherine","1986-","person","author","Ebury, Katherine, 1986-, author [person]","Modernism and cosmology : absurd lights","","","","England","Basingstoke","Palgrave Macmillan","2014","","vii, 210 pages, illustrations, 23 cm","820.9112","YC.2014.a.11138","","English","Additional physical form: ebook version. 9781137393753",""
"Yeats, W. B. (William Butler), 1865-1939--Knowledge--Ireland","person","007909757","Monograph","Language material ; Text","Volume","","","9780813208107","Watson, G. J. (George Joseph)","1942-","person","","Watson, G. J. (George Joseph), 1942- [person]","Irish identity and the literary revival : Synge, Yeats, Joyce, and O'Casey","","Critical studies in Irish literature","volume 4 [Critical studies in Irish literature]","United States of America","Washington, District of Columbia","Catholic University of America Press","1994","2nd edition","x, 326 pages, 23 cm","","3487.487800 ; YC.1995.a.2475","","English","Previous edition: 1979 ; bibliography: p312-319. _ Includes index",""
"Yeats, W. B. (William Butler), 1865-1939--Knowledge--Ireland","person","011367837","Monograph","Language material ; Text","Volume","GB9912621","","9780773482371","O'Brien, Eugene","1958-","person","","O'Brien, Eugene, 1958- [person]","The question of Irish identity in the writings of William Butler Yeats and James Joyce","","","","Wales","Lampeter ; Lewiston, New York","E. Mellen Press","1998","","xiii, 283 pages, 24 cm","820.99415","YC.1999.b.1295 ; m05/.30194","","English","",""
"Yeats, W. B. (William Butler), 1865-1939--Political and social views","person","008592643","Monograph","Language material ; Text","Volume","GB9755182","","9780804725163","Tratner, Michael","","person","author","Tratner, Michael, author [person]","Modernism and mass politics : Joyce, Woolf, Eliot, Yeats","","","","United States of America","Stanford, California","Stanford University Press","1995","","viii, 284 pages, illustrations, 25 cm","","96/04527 ; YA.1997.b.5280","","English","",""
"Yeats, W. B. (William Butler), 1865-1939--Political and social views","person","012617689","Monograph","Language material ; Text","Volume","GBA300060","","9780415936910","Daniels, Patsy J.","1944-","person","","Daniels, Patsy J., 1944- [person]","The voice of the oppressed in the language of the oppressor : a discussion of selected postcolonial literature from Ireland, Africa, and America","","Literary criticism and cultural theory","","England ; United States of America","London ; New York","Routledge","2001","","ix, 190 pages, 24 cm","810.9920693","YC.2002.a.22304","","English","",""
"Yeats, W. B. (William Butler), 1865-1939--Political and social views","person","016523745","Monograph","Language material ; Still image ; Text","Volume","GBB4A5128","","9780957622906","Jordan, Anthony J.","","person","author","Jordan, Anthony J., author [person]","Arthur Griffith with James Joyce & WB Yeats : liberating Ireland","","","","Ireland","Dublin","Westport","2014","","219 pages, black and white illustrations, 24 cm","941.50821","YK.2014.a.19409","","English","",""
"Yeats, W. B. (William Butler), 1865-1939--Religion","person","018909335","Monograph","Language material ; Text","Online resource","GBB8F3249","","9781137434777","Balinisteanu, Tudor","","person","author","Balinisteanu, Tudor, author [person]","Religion and aesthetic experience in Joyce and Yeats","","","","United States of America","New York","Palgrave Macmillan","2015","","1 online resource","821.8","ELD.DS.299636","","English","",""
"Yeats, William Butler, poet, 1865-1939","person","040-001997865","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000000494.0x000031","","","","","","","","","","","","","","1977-1982","","1 item","","Music Collections. Add MS 64430","","English","GATES COLLECTION (PART III). Vol. XV. Notebooks numbered 1 and 2; 1977-1982. ff. iii+37. 297 x 235mm; 305 x 235mm. Containing: 1. ff. 1-1v. Sketches for 'The Crystal Cabinet', (settings of poetry by William Blake), for six-part mixed choir. 2. ff. 4v-12, 17-37v. 'Chamber Music', (settings of poetry by James Joyce), for voice and guitar. 3. ff. 12v-16v. 'The Cat and the Moon', (words, W. B. Yeats), for voice and piano or guitar. includes:. ff. 1-1v William Blake, poet and painter: 'The Crystal Cabinet', music by D. Young, setting poetry by William Blake: [1977-1982]; ff. 4v-12, 17-37v James Augustine Aloysius Joyce, author: 'Chamber Music' by D. Young, setting poetry by James Joyce: [1977-1982]; ff. 12v-16v William Butler Yeats, poet: 'The Cat and the Moon', music by D. Young, words by William Butler Yeats: [1977-1982]",""
"Young men in literature","general term","006450683","Monographic component part","Language material ; Text","Volume","","","9780893701932 ; 9780893702939","Empric, Julienne H. (Julienne Helen)","1946-","person","","Empric, Julienne H. (Julienne Helen), 1946- [person]","The woman in the portrait : the transforming female in James Joyce's A portrait of the artist as a young man","","Milford series Popular writers of today","volume 59 [Milford series Popular writers of today]","United States of America","San Bernardino, California","Borgo Press","1997","","200 pages, 22 cm","823.912","6551.700000","","English","bibliography: p183-193. - Includes index",""
"Young men in literature","general term","007691337","Monograph","Language material ; Text","Volume","GBA376707","","9780195150759 ; 9780195150766","","","","","Wollaeger, Mark A., 1957- [person]","James Joyce's A portrait of the artist as a young man : a casebook","","Casebooks in criticism","","England ; United States of America","New York ; Oxford","Oxford University Press","2003","","xii, 360 pages, 22 cm","823.912","","","English","",""
"Young men in literature","general term","008501431","Monograph","Language material ; Text","Volume","","","9780737703597 ; 9780737703603","","","","","Swisher, Clarice, 1933- [person]","Readings on A portrait of the artist as a young man","","The Greenhaven Press literary companion to British literature","","United States of America","San Diego","Greenhaven","2000","","","823.912","m02/38294","","English","",""
